Date,Open,High,Low,Close,Adj Close,Volume
1/22/19,42750,42850,41850,42150,38234.06641,9964356
1/23/19,41350,42250,41350,42000,38098,11071079
1/24/19,43050,43100,42350,43050,39050.44531,14747623
1/25/19,44300,44750,43750,44750,40592.50781,22789395
1/28/19,45000,45500,44600,45050,40864.64063,17998914
1/29/19,45050,45500,44350,45500,41272.82422,16215017
1/30/19,44800,46400,44800,46400,42089.21875,17505980
1/31/19,46650,47050,46150,46150,41862.44531,21621145
2/1/19,46650,46950,46250,46350,42043.85938,13832454
2/7/19,46800,47100,46200,46200,41907.80469,15872001
2/8/19,45700,45700,44650,44800,40637.875,12689196
2/11/19,44500,45000,44250,45000,40819.28906,11125044
2/12/19,44650,46250,44650,46050,41771.73438,13184367
2/13/19,46400,46700,46000,46200,41907.80469,11299738
2/14/19,46600,47500,46150,47500,43087.02734,17259341
2/15/19,46750,46850,45650,46050,41771.73438,10554643
2/18/19,46500,46850,45850,46200,41907.80469,8183728
2/19/19,45850,46150,45450,45950,41681.02344,6741395
2/20/19,46750,47100,46500,46900,42542.76172,11506720
2/21/19,46500,47200,46200,46950,42588.12109,8694009
2/22/19,46500,47150,46450,47150,42769.53516,6895772
2/25/19,47400,47550,47050,47350,42950.95703,7484716
2/26/19,47350,47450,46500,46750,42406.70313,7985547
2/27/19,47000,47250,46750,46750,42406.70313,8045211
2/28/19,46400,46500,45100,45100,40909.99609,23569321
3/4/19,46000,46100,44800,44850,40683.21875,12926539
3/5/19,44600,45100,44150,44250,40138.96094,10612405
3/6/19,44000,44300,43700,44000,39912.19141,10202544
3/7/19,43400,44950,43400,44450,40320.38281,11049749
3/8/19,44450,44800,43800,43800,39730.76953,7729069
3/11/19,44400,44450,43650,43650,39594.70703,10717408
3/12/19,44300,44950,44150,44650,40501.80469,11431977
3/13/19,44250,44450,43700,43850,39776.125,8108343
3/14/19,43700,44300,43550,43850,39776.125,18039161
3/15/19,43800,44250,43700,44200,40093.60938,16814163
3/18/19,43950,44150,43450,43700,39640.06641,8188876
3/19/19,43750,43900,43550,43900,39821.48047,7609563
3/20/19,43800,44200,43100,44050,39957.54688,9846242
3/21/19,44600,46250,44050,45850,41590.31641,21138016
3/22/19,46850,47000,46250,46550,42225.28516,12535911
3/25/19,45300,45650,44800,45500,41272.82422,8699728
3/26/19,45500,45700,44900,45250,41046.0625,9729811
3/27/19,44750,45600,44250,45350,41136.76953,9568081
3/28/19,44950,45200,44300,44850,41003.29297,6821306
3/29/19,44500,44900,44200,44650,40820.44531,11491713
4/1/19,45200,45450,44850,45050,41186.13672,7362129
4/2/19,45550,46100,45350,45750,41826.10547,9480688
4/3/19,46750,46750,45800,46600,42603.19531,12436570
4/4/19,46150,47100,46150,46950,42923.17578,12650168
4/5/19,46950,47550,46600,46850,42831.75391,8546339
4/8/19,47250,47250,46150,46650,42648.91016,8507909
4/9/19,46700,46950,46200,46650,42648.91016,6878761
4/10/19,46400,46700,46050,46700,42694.61719,11883995
4/11/19,46700,46800,46150,46250,42283.21094,13697399
4/12/19,46050,46900,46000,46850,42831.75391,7668936
4/15/19,47150,47500,47000,47050,43014.60156,8733019
4/16/19,47400,47400,46800,47250,43197.44922,7730881
4/17/19,47300,47600,47000,47050,43014.60156,5513658
4/18/19,47200,47250,45500,45600,41688.96484,12808747
4/19/19,45750,46000,45250,45300,41414.69141,8479710
4/22/19,45400,45900,45100,45350,41460.41016,6006957
4/23/19,45050,45500,45000,45200,41323.27734,6920566
4/24/19,45400,45650,44150,44750,40911.86719,13299267
4/25/19,44250,45000,44100,44650,40820.44531,10868965
4/26/19,44200,45000,43800,44850,41003.29297,9739982
4/29/19,45150,46150,45100,46150,42191.79297,8777517
4/30/19,46000,46300,45350,45850,41917.52344,11121273
5/2/19,45500,46150,45400,45900,41963.23438,8625126
5/3/19,45900,46050,45300,45300,41414.69141,6562916
5/7/19,45250,45300,44400,44850,41003.29297,12014907
5/8/19,44300,44850,44200,44250,40454.76172,10398754
5/9/19,43900,44250,42450,42450,38809.13281,23029718
5/10/19,42600,43450,42450,42900,39220.53906,14579512
5/13/19,42500,43200,42350,42650,38991.98438,7635079
5/14/19,41300,43100,41300,42650,38991.98438,11563730
5/15/19,42700,43050,42550,42550,38900.55859,7670185
5/16/19,42350,42400,41350,41550,37986.32422,13687828
5/17/19,41950,42050,40850,41200,37666.34766,13357951
5/20/19,41650,42100,41550,42000,38397.73438,15752397
5/21/19,42600,43950,42350,43150,39449.08984,18812133
5/22/19,43700,43800,42400,43500,39769.07422,11033339
5/23/19,43900,44000,43250,43850,40089.07031,12259006
5/24/19,43800,43800,42400,42700,39037.69141,13966305
5/27/19,42500,43000,42350,42650,38991.98438,8066669
5/28/19,42550,42950,42150,42550,38900.55859,24506881
5/29/19,41850,42100,41300,41800,38214.89063,14930618
5/30/19,42200,42700,42150,42550,38900.55859,11766018
5/31/19,42600,42800,42150,42500,38854.84375,11365999
6/3/19,42950,43900,42500,43800,40043.34766,15466580
6/4/19,43400,43700,43000,43450,39723.36719,9913497
6/5/19,44050,44200,43700,43900,40134.77344,12464135
6/7/19,43600,44350,43450,44200,40409.04297,11683682
6/10/19,44300,44850,44050,44800,40957.58203,8792182
6/11/19,44800,45000,44550,44850,41003.29297,6664872
6/12/19,44800,45050,44300,44600,40774.72656,8607439
6/13/19,44200,44400,43400,43750,39997.64063,16906541
6/14/19,43750,44150,43300,44000,40226.19141,9322873
6/17/19,43750,44050,43400,43900,40134.77344,11890424
6/18/19,43750,44500,43650,44350,40546.17578,7994928
6/19/19,45450,45450,45000,45350,41460.41016,10417690
6/20/19,44850,45500,44850,45500,41597.53906,7147785
6/21/19,45750,45800,45200,45700,41780.38281,9454913
6/24/19,45200,45800,45200,45500,41597.53906,6085066
6/25/19,45200,45800,45200,45600,41688.96484,7076774
6/26/19,45800,46000,45600,45700,41780.38281,9226097
6/27/19,46000,46600,45750,46500,42843.64063,12603534
6/28/19,47000,47000,46700,47000,43304.32813,12949231
7/1/19,47350,47400,46250,46600,42935.78516,11383522
7/2/19,46200,46900,45850,46250,42613.30469,8463073
7/3/19,45750,46350,45200,45400,41830.13281,9669368
7/4/19,45250,46200,45250,46000,42382.95703,6365573
7/5/19,45950,45950,45250,45650,42060.48047,7235395
7/8/19,44750,44800,44350,44400,40908.76563,7823843
7/9/19,44850,45450,44700,45100,41553.72656,7646421
7/10/19,45550,46150,45500,45550,41968.34375,9253930
7/11/19,46350,46550,46150,46200,42567.23438,10989751
7/12/19,46350,46400,45800,46300,42659.37891,5245804
7/15/19,45950,46650,45750,46450,42797.57813,4717226
7/16/19,46450,46850,46300,46850,43166.12891,7407824
7/17/19,46150,46350,45950,46050,42429.02734,5216602
7/18/19,46450,46450,45650,46100,42475.09766,5143554
7/19/19,46650,46950,46600,46800,43120.05859,8819393
7/22/19,46800,47300,46600,47200,43488.60547,9009109
7/23/19,47350,47550,47050,47300,43580.73828,9061381
7/24/19,47100,47150,46250,46400,42751.51563,8756522
7/25/19,47150,47200,46600,47200,43488.60547,8408838
7/26/19,46650,47150,46550,47150,43442.53125,7873886
7/29/19,46800,47050,46000,46100,42475.09766,6856846
7/30/19,46300,46850,46300,46550,42889.71484,5551014
7/31/19,46200,46600,45000,45350,41784.07031,12872916
8/1/19,44900,45500,44850,45200,41645.86719,7811181
8/2/19,44550,45500,44300,44950,41415.52344,12151374
8/5/19,44350,44600,43600,43950,40494.15625,14214086
8/6/19,42500,43800,42500,43500,40079.53516,15083824
8/7/19,43600,43900,43100,43200,39803.13281,10002533
8/8/19,43250,43500,42650,42650,39296.375,16926881
8/9/19,43250,43350,43050,43150,39757.05469,9685147
8/12/19,44000,44000,43550,43700,40263.81641,8466169
8/13/19,43500,43500,42950,43000,39618.85938,7276979
8/14/19,43900,44250,43500,43700,40263.81641,8750135
8/16/19,43800,43900,43300,43900,40448.08594,9528115
8/19/19,44350,44350,43500,43600,40171.67188,6014218
8/20/19,43950,44600,43550,44450,40954.83594,8434205
8/21/19,44350,44800,44150,44500,41000.90625,6571717
8/22/19,44500,44700,43850,44050,40586.28906,8061177
8/23/19,43800,44200,43650,43950,40494.15625,5017381
8/26/19,43050,43800,42950,43600,40171.67188,7954949
8/27/19,43650,44200,43600,44050,40586.28906,16883932
8/28/19,44100,44400,43750,44150,40678.43359,5758333
8/29/19,44200,44200,43050,43400,39987.40625,10768862
8/30/19,43750,44300,43750,44000,40540.21875,9899073
9/2/19,44850,44850,43650,43800,40355.94531,7185537
9/3/19,43550,43650,43100,43250,39849.19531,9774941
9/4/19,43250,44100,43150,44100,40632.35547,12441837
9/5/19,44800,46100,44450,45700,42106.54688,18297430
9/6/19,46500,46500,45850,46300,42659.37891,9896562
9/9/19,46450,47000,46300,46900,43212.19141,9434157
9/10/19,47100,47200,46550,47000,43304.32813,9231792
9/11/19,47300,47400,46800,47150,43442.53125,16141619
9/16/19,47000,47100,46400,47100,43396.46875,15550926
9/17/19,47000,47100,46800,46900,43212.19141,7006280
9/18/19,46900,47700,46800,47700,43949.28906,10413027
9/19/19,48050,49200,47850,49150,45285.27734,16461413
9/20/19,49400,49600,49100,49200,45331.34766,15460210
9/23/19,49250,49300,49000,49300,45423.48438,7568553
9/24/19,49050,49650,48850,49500,45607.75391,7871955
9/25/19,49200,49350,48800,48900,45054.93359,9187141
9/26/19,49000,49250,48900,49200,45331.34766,8494756
9/27/19,48000,48700,48000,48400,44917.43359,8048041
9/30/19,48050,49250,47900,49050,45520.66406,9497119
10/1/19,48900,49100,48650,48850,45335.05078,6206035
10/2/19,48350,48400,47600,47600,44174.99609,8382463
10/4/19,47400,48650,47350,48000,44546.21094,9331695
10/7/19,48350,48700,47650,47750,44314.20313,7047273
10/8/19,47900,49000,47600,48900,45381.44922,14239367
10/10/19,48200,49200,48000,48550,45056.63672,18639855
10/11/19,49000,49450,48800,49150,45613.46484,7783275
10/14/19,50000,50300,49850,50000,46402.30469,11130635
10/15/19,49900,50200,49900,50100,46495.11328,6058105
10/16/19,50700,50900,50400,50700,47051.9375,9136282
10/17/19,50500,50600,50100,50500,46866.32813,6701380
10/18/19,50300,50900,49650,49900,46309.50391,8483106
10/21/19,49900,50400,49800,50300,46680.72266,4406531
10/22/19,50800,51500,50700,51200,47515.96484,10898729
10/23/19,51300,51500,50800,51200,47515.96484,8663880
10/24/19,52500,52500,50500,50700,47051.9375,21185785
10/25/19,50800,51200,50500,50900,47237.54297,7879897
10/28/19,50700,51500,50700,51300,47608.77344,6431522
10/29/19,51400,51700,50800,51100,47423.15625,7581629
10/30/19,50700,50800,50200,50400,46773.51953,8959435
10/31/19,51000,51400,50300,50400,46773.51953,10304777
11/1/19,50600,51200,50400,51200,47515.96484,8467846
11/4/19,51700,52300,51400,52300,48536.8125,13012411
11/5/19,52400,52700,52100,52700,48908.02734,10581034
11/6/19,52900,53500,52700,53300,49464.85938,14361133
11/7/19,53400,53400,52400,52900,49093.64063,9257116
11/8/19,53200,53300,52000,52100,48351.20313,11603290
11/11/19,52200,52200,51400,51600,47887.17969,8185952
11/12/19,51800,52600,51600,52600,48815.22656,6576148
11/13/19,52500,52500,52000,52500,48722.41797,6225196
11/14/19,51900,52800,51900,52800,49000.83594,12010018
11/15/19,52900,53700,52600,53700,49836.07813,9703360
11/18/19,53600,53800,53200,53500,49650.46484,7746554
11/19/19,53200,53500,52700,53500,49650.46484,8907177
11/20/19,53400,53400,52000,52000,48258.39844,12560070
11/21/19,51600,52100,50600,51000,47330.35938,14298646
11/22/19,51000,51600,50900,51600,47887.17969,8478310
11/25/19,52200,52600,51700,51800,48072.78516,9050625
11/26/19,51900,52900,51800,51800,48072.78516,27372226
11/27/19,51800,52300,51600,52200,48444.01172,7546261
11/28/19,51900,52100,51300,51300,47608.77344,6833885
11/29/19,51200,51400,50200,50300,46680.72266,11179334
12/2/19,50900,51300,50400,50400,46773.51953,18877252
12/3/19,49800,50300,49500,49900,46309.50391,12059812
12/4/19,49600,49850,49000,49450,45891.87891,13246549
12/5/19,50200,50400,49500,49500,45938.28125,10449715
12/6/19,50100,50900,49950,50400,46773.51953,11414563
12/9/19,50900,51400,50700,51200,47515.96484,8470627
12/10/19,51000,51600,50700,51500,47794.375,6882771
12/11/19,51500,52200,51400,51900,48165.59766,11379521
12/12/19,53000,53300,52700,53300,49464.85938,29178697
12/13/19,54500,54800,53900,54700,50764.12109,18120261
12/16/19,54500,54900,54300,54700,50764.12109,11512405
12/17/19,55800,56700,55400,56700,52620.21484,19358433
12/18/19,56700,57200,56000,56300,52249,15558208
12/19/19,57000,57300,55500,56000,51970.58594,14180520
12/20/19,56100,56500,55600,56000,51970.58594,12095519
12/23/19,56100,56400,55100,55500,51506.55859,9839252
12/24/19,55600,55700,54800,55000,51042.53906,11868463
12/26/19,54700,55400,54400,55400,51413.76563,9645034
12/27/19,55700,56900,55500,56500,52771.82031,12313056
12/30/19,56200,56600,55700,55800,52118.00781,8356767
1/2/20,55500,56000,55000,55200,51557.58984,12993228
1/3/20,56000,56600,54900,55500,51837.80078,15422255
1/6/20,54900,55600,54600,55500,51837.80078,10278951
1/7/20,55700,56400,55600,55800,52118.00781,10009778
1/8/20,56200,57400,55900,56800,53052.01953,23501171
1/9/20,58400,58600,57400,58600,54733.24219,24102579
1/10/20,58800,59700,58300,59500,55573.85156,16000170
1/13/20,59600,60000,59100,60000,56040.86719,11359139
1/14/20,60400,61000,59900,60000,56040.86719,16906295
1/15/20,59500,59600,58900,59000,55106.85156,14300928
1/16/20,59100,60700,59000,60700,56694.67578,14381774
1/17/20,61900,62000,61000,61300,57255.08203,16025661
1/20/20,62000,62800,61700,62400,58282.49219,12528855
1/21/20,62000,62400,61200,61400,57348.48438,11142693
1/22/20,60500,62600,60400,62300,58189.10156,15339565
1/23/20,61800,61800,60700,60800,56788.07813,14916555
1/28/20,59400,59400,58300,58800,54920.04688,23664541
1/29/20,59100,59700,58800,59100,55200.24609,16446102
1/30/20,58800,58800,56800,57200,53425.625,20821939
1/31/20,57800,58400,56400,56400,52678.41406,19749457
2/3/20,55500,57400,55200,57200,53425.625,23995260
2/4/20,57100,59000,56800,58900,55013.44922,21800192
2/5/20,60000,60200,58900,59500,55573.85156,19278165
2/6/20,60100,61100,59700,61100,57068.28125,14727159
2/7/20,61100,61200,59700,60400,56414.47266,16402493
2/10/20,59200,59800,59100,59700,55760.66016,13107121
2/11/20,59800,60700,59700,59900,55947.46094,11071231
2/12/20,60300,60700,59700,60500,56507.875,12904207
2/13/20,61200,61600,60500,60700,56694.67578,18449775
2/14/20,60900,61900,60200,61800,57722.08203,13276067
2/17/20,61600,62000,61200,61500,57441.88672,8740596
2/18/20,60800,60900,59700,59800,55854.05078,16674266
2/19/20,59800,60400,59400,60200,56227.66797,12951496
2/20/20,60700,61300,59600,60000,56040.86719,14591924
2/21/20,58800,59800,58500,59200,55293.65234,13777393
2/24/20,57400,58100,56800,56800,53052.01953,25627537
2/25/20,56200,58000,56200,57900,54079.43359,23885408
2/26/20,56000,57000,56000,56500,52771.82031,25483102
2/27/20,56300,56900,55500,55900,52211.40234,23209541
2/28/20,55000,55500,54200,54200,50623.58594,30054227
3/2/20,54300,55500,53600,55000,51370.78906,30403412
3/3/20,56700,56900,55100,55400,51744.39844,30330295
3/4/20,54800,57600,54600,57400,53612.42188,24765728
3/5/20,57600,58000,56700,57800,53986.02734,21698990
3/6/20,56500,57200,56200,56500,52771.82031,18716656
3/9/20,56500,56500,56500,56500,52771.82031,0
3/10/20,53800,54900,53700,54600,50997.19141,32106554
3/11/20,54300,54400,52000,52100,48662.15234,45707281
3/12/20,52100,52100,52100,52100,48662.15234,0
3/13/20,47450,51600,46850,49950,46654.01953,59462933
3/16/20,50100,50900,48800,48900,45673.30078,33339821
3/17/20,46900,49650,46700,47300,44178.88281,51218151
3/18/20,47750,48350,45600,45600,42591.05078,40152623
3/19/20,46400,46650,42300,42950,40115.91797,56925513
3/20/20,44150,45500,43550,45400,42404.25,49730008
3/23/20,42600,43550,42400,42500,39695.60938,41701626
3/24/20,43850,46950,43050,46950,43851.98047,49801908
3/25/20,48950,49600,47150,48650,45439.79688,52735922
3/26/20,49000,49300,47700,47800,44645.89063,42185129
3/27/20,49600,49700,46850,48300,45112.89063,39896178
3/30/20,47050,48350,46550,47850,45022.56641,26797395
3/31/20,48000,48500,47150,47750,44928.47656,30654261
4/1/20,47450,47900,45800,45800,43093.69531,27259532
4/2/20,46200,46850,45350,46800,44034.61328,21621076
4/3/20,47400,47600,46550,47000,44222.79297,22784682
4/6/20,47500,48800,47250,48700,45822.33984,23395726
4/7/20,49650,50200,49000,49600,46669.15234,31524034
4/8/20,49600,49750,48600,48600,45728.25391,25010314
4/9/20,49750,49800,48700,49100,46198.71094,22628058
4/10/20,48950,49250,48650,49250,46339.84375,17839111
4/13/20,48650,48900,48300,48300,45445.97656,14431800
4/14/20,48800,49200,48300,49000,46104.61328,14206216
4/16/20,49350,49350,48550,49000,46104.61328,23349760
4/17/20,50800,52000,50300,51400,48362.79688,32041675
4/20/20,51400,51400,50000,50100,47139.61328,21866354
4/21/20,49400,49700,48700,49250,46339.84375,27407543
4/22/20,48700,50000,48350,49850,46904.38672,18613864
4/23/20,50200,50300,49500,49850,46904.38672,18754442
4/24/20,49650,49750,49000,49350,46433.9375,15618347
4/27/20,49350,50000,49100,49850,46904.38672,14049471
4/28/20,49850,50100,49300,50100,47139.61328,16095399
4/29/20,49900,50500,49600,50000,47045.52344,15604533
5/4/20,48900,49100,48500,48500,45634.15625,26083749
5/6/20,49000,49200,48500,49200,46292.79688,18070225
5/7/20,49200,49300,48700,48800,45916.42969,13884411
5/8/20,49100,49350,48800,48800,45916.42969,15319700
5/11/20,48900,49250,48300,48400,45540.07031,16357743
5/12/20,48400,48500,47550,47900,45069.60938,23433590
5/13/20,47250,48550,47200,48550,45681.20703,20223277
5/14/20,47750,48100,47650,48000,45163.69922,19305974
5/15/20,48400,48450,47700,47850,45022.56641,18463118
5/18/20,47950,49100,47600,48800,45916.42969,20481981
5/19/20,50100,50500,49700,50300,47327.80078,25168295
5/20/20,50000,50200,49800,50000,47045.52344,14896899
5/21/20,50300,50400,49850,49950,46998.47656,14949266
5/22/20,49600,49800,48600,48750,45869.38281,19706284
5/25/20,48750,48900,48450,48850,45963.48438,14337913
5/26/20,48700,49450,48600,49250,46339.84375,15127490
5/27/20,48950,50000,48800,49900,46951.44141,19548479
5/28/20,51100,51200,49900,50400,47421.88281,31309318
5/29/20,50000,50700,49700,50700,47704.16406,27596961
6/1/20,50800,51200,50600,51200,48174.60938,16949183
6/2/20,51000,51500,50800,51400,48362.79688,14247933
6/3/20,51800,55000,51700,54500,51279.62109,49257814
6/4/20,55800,57000,54600,54600,51373.71484,40220334
6/5/20,54400,55900,54000,55500,52220.53125,22743629
6/8/20,56400,56500,54700,54900,51655.98828,25634965
6/9/20,55800,56500,54400,55500,52220.53125,23998831
6/10/20,55100,55900,54900,55400,52126.44141,16742493
6/11/20,54500,55100,53200,54300,51091.44141,33815123
6/12/20,52100,52800,51500,52300,49209.61719,26976019
6/15/20,51400,52000,49900,49900,46951.44141,28772921
6/16/20,51200,52100,50600,52100,49021.43359,21808375
6/17/20,52100,52900,51300,52200,49115.52344,26672595
6/18/20,52200,52300,51600,52300,49209.61719,15982926
6/19/20,52600,52900,51600,52900,49774.16406,18157985
6/22/20,52000,52600,51800,52000,48927.33984,13801350
6/23/20,52500,52800,51100,51400,48362.79688,18086152
6/24/20,51900,53900,51600,52900,49774.16406,24519552
6/25/20,52100,53000,51900,51900,48833.25391,18541624
6/26/20,52800,53900,52200,53300,50150.52344,21575360
6/29/20,52500,53200,52000,52400,49633.35156,17776925
6/30/20,53900,53900,52800,52800,50012.23438,21157172
7/1/20,53400,53600,52400,52600,49822.79688,16706143
7/2/20,52100,52900,52100,52900,50106.95703,14142583
7/3/20,53000,53600,52700,53600,50769.99609,11887868
7/6/20,54000,55000,53800,55000,52096.08203,19856623
7/7/20,55800,55900,53400,53400,50580.55859,30760032
7/8/20,53600,53900,52900,53000,50201.67969,19664652
7/9/20,53200,53600,52800,52800,50012.23438,17054850
7/10/20,53100,53200,52300,52700,49917.51563,13714746
7/13/20,53300,53800,53100,53400,50580.55859,12240188
7/14/20,53700,53800,53200,53800,50959.44141,14269484
7/15/20,54400,55000,54300,54700,51811.91406,24051450
7/16/20,54800,54800,53800,53800,50959.44141,16779127
7/17/20,54200,54700,54100,54400,51527.76172,10096174
7/20/20,54800,54800,54000,54200,51338.31641,10507530
7/21/20,55200,55400,54800,55300,52380.23438,18297260
7/22/20,55300,55500,54700,54700,51811.91406,12885057
7/23/20,54700,54700,53800,54100,51243.59766,16214932
7/24/20,54000,54400,53700,54200,51338.31641,10994535
7/27/20,54300,55700,54300,55600,52664.39844,21054421
7/28/20,57000,58800,56400,58600,55506.00391,48431566
7/29/20,60300,60400,58600,59000,55884.88281,36476611
7/30/20,59700,60100,59000,59000,55884.88281,19285354
7/31/20,59500,59600,57700,57900,54842.95703,21943345
8/3/20,57800,57900,56700,56800,53801.04297,21158940
8/4/20,57200,58100,57000,57300,54274.64063,19419694
8/5/20,57300,57500,56300,56900,53895.76172,17739706
8/6/20,57100,58400,57100,58000,54937.6875,21625874
8/7/20,57900,58400,57100,57500,54464.08203,18751717
8/10/20,57600,58300,57500,57800,54748.24219,17774291
8/11/20,58000,59500,57800,58200,55127.12109,24907912
8/12/20,58200,59000,57700,59000,55884.88281,18573934
8/13/20,59400,59600,58000,58700,55600.72656,22089460
8/14/20,58000,58400,57700,58000,54937.6875,15672548
8/18/20,58900,59900,58000,58400,55316.56641,25307825
8/19/20,59000,59200,57800,57800,54748.24219,16930719
8/20/20,57600,57600,55300,55400,52474.96094,30386029
8/21/20,56200,56900,55800,55900,52948.5625,21142288
8/24/20,55800,56600,55400,56100,53138,15055896
8/25/20,56400,56800,56100,56400,53422.16016,14021705
8/26/20,56400,56500,55700,56400,53422.16016,17651593
8/27/20,56300,56300,55600,55600,52664.39844,16196568
8/28/20,56100,56300,55400,55400,52474.96094,14619888
8/31/20,56000,56100,54000,54000,51148.875,32671367
9/1/20,54100,54800,54100,54200,51338.31641,19363117
9/2/20,54600,55100,54100,54400,51527.76172,16905723
9/3/20,55600,56700,55500,56400,53422.16016,28384920
9/4/20,55200,55800,55100,55600,52664.39844,22139109
9/7/20,56100,57300,55800,56500,53516.88281,18685880
9/8/20,57400,58700,57200,58700,55600.72656,31517520
9/9/20,58200,59300,57800,58400,55316.56641,30597399
9/10/20,59900,60000,59100,59200,56074.32422,29923293
9/11/20,59300,59400,58200,59000,55884.88281,16017098
9/14/20,60200,60800,59900,60400,57210.96875,20648281
9/15/20,60900,61000,60500,61000,57779.28906,17877075
9/16/20,61100,61300,60600,61000,57779.28906,17041444
9/17/20,60700,60800,59300,59500,56358.48438,25108356
9/18/20,59800,59900,59100,59300,56169.04688,18884571
9/21/20,59100,60000,59000,59200,56074.32422,15140387
9/22/20,59100,59700,57800,58200,55127.12109,20830381
9/23/20,58400,58800,57400,58600,55506.00391,20111398
9/24/20,57700,58600,57600,57800,54748.24219,17564020
9/25/20,57700,58200,57700,57900,54842.95703,11444683
9/28/20,58300,58800,57900,58200,55466.24219,12614080
9/29/20,58300,59000,58200,58200,55466.24219,15503563
10/5/20,57500,59200,57500,58700,55942.75781,20228289
10/6/20,59400,59900,58700,59000,56228.66406,14463826
10/7/20,58700,59900,58500,59900,57086.39453,14861838
10/8/20,60500,60700,59500,59700,56895.78906,24589924
10/12/20,60000,60400,59900,60400,57562.91016,16145837
10/13/20,61000,61400,60400,60900,58039.42188,19247631
10/14/20,61000,61100,60500,60900,58039.42188,16086716
10/15/20,60700,60800,59700,60000,57181.69922,17756232
10/16/20,60000,60400,59000,59500,56705.17969,16554190
10/19/20,59600,60200,59500,60000,57181.69922,14474985
10/20/20,60300,60900,60100,60900,58039.42188,19326115
10/21/20,61200,61500,60600,60900,58039.42188,15703443
10/22/20,60300,60500,59800,60100,57277,14294095
10/23/20,60400,60400,59800,60200,57372.30078,9322232
10/26/20,60400,61100,60100,60400,57562.91016,13268226
10/27/20,60300,60300,59500,59800,56991.08984,17260416
10/28/20,59400,59400,58800,59000,56228.66406,14428882
10/29/20,58200,58500,57500,58100,55370.94141,22636966
10/30/20,58000,58000,56600,56600,53941.39844,26907844
11/2/20,56400,57500,56000,57400,54703.82031,20489076
11/3/20,57900,58900,57600,58800,56038.0625,14950919
11/4/20,58900,59000,57800,58500,55752.14844,21718561
11/5/20,59000,60300,58800,60300,57467.60156,20639475
11/6/20,60700,60800,59600,60100,57277,16910230
11/9/20,60700,60900,60100,60200,57372.30078,15892961
11/10/20,60500,60500,59500,60200,57372.30078,19073552
11/11/20,60700,61400,60400,61300,58420.63281,25628510
11/12/20,61000,61400,60700,61000,58134.72656,19800573
11/13/20,61300,63200,61000,63200,60231.39063,31508829
11/16/20,64000,66700,63900,66300,63185.77734,36354334
11/17/20,67000,67000,65600,65700,62613.95313,30204089
11/18/20,65700,66200,64700,64800,61756.23047,22963790
11/19/20,64100,64800,63900,64600,61565.62109,16590290
11/20/20,63900,65200,63900,64700,61660.92969,15068682
11/23/20,64800,67800,64700,67500,64329.40234,27134398
11/24/20,67900,69500,67000,67700,64520.01563,32158235
11/25/20,67900,68300,66500,66600,63471.68359,32447065
11/26/20,66100,68000,66000,68000,64805.91016,19023323
11/27/20,68000,68400,67600,68200,64996.52734,14063434
11/30/20,68400,68600,66700,66700,63566.98438,43811016
12/1/20,67100,68300,67100,67800,64615.3125,22327173
12/2/20,68400,69900,68300,69500,66235.46094,29703942
12/3/20,70100,70500,69300,69700,66426.07031,23677989
12/4/20,70400,72100,70100,71500,68141.52344,28130533
12/7/20,72400,73500,71900,72900,69475.75,28490496
12/8/20,72200,72900,71600,71700,68332.11719,25000338
12/9/20,72100,73900,72000,73900,70428.78906,24077996
12/10/20,72700,73800,72500,72900,69475.75,39882928
12/11/20,73500,73800,73100,73400,69952.27344,18486672
12/14/20,73600,74500,73200,73800,70333.49219,21510415
12/15/20,73800,74100,73300,73800,70333.49219,20863671
12/16/20,74100,74500,73400,73800,70333.49219,17512081
12/17/20,73400,73700,72600,73300,69856.96875,24293214
12/18/20,73300,73700,73000,73000,69571.0625,17613029
12/21/20,73100,73400,72000,73000,69571.0625,20367355
12/22/20,72500,73200,72100,72300,68903.94531,16304910
12/23/20,72400,74000,72300,73900,70428.78906,19411326
12/24/20,74100,78800,74000,77800,74145.60156,32502870
12/28/20,79000,80100,78200,78700,75003.32813,40085044
12/29/20,78800,78900,77300,78300,76500.11719,30339449
12/30/20,77400,81300,77300,81000,79138.04688,29417421
1/4/21,81000,84400,80200,83000,81092.07813,38655276
1/5/21,81600,83900,81600,83900,81971.375,35335669
1/6/21,83300,84500,82100,82200,80310.45313,42089013
1/7/21,82800,84200,82700,82900,80994.36719,32644642
1/8/21,83300,90000,83000,88800,86758.75,59013307
1/11/21,90000,96800,89500,91000,88908.17969,90306177
1/12/21,90300,91400,87800,90600,88517.375,48682416
1/13/21,89800,91200,89100,89700,87638.05469,36068848
1/14/21,88700,90000,88700,89700,87638.05469,26393970
1/15/21,89800,91800,88000,88000,85977.14063,33431809
1/18/21,86600,87300,84100,85000,83046.08594,43227951
1/19/21,84500,88000,83600,87000,85000.125,39895044
1/20/21,89000,89000,86500,87200,85195.53125,25211127
1/21/21,87500,88600,86500,88100,86074.82813,25318011
1/22/21,89000,89700,86800,86800,84804.71875,30861661
1/25/21,87000,89900,86300,89400,87344.94531,27258534
1/26/21,88800,89200,86500,86700,84707.01563,33178936
1/27/21,86600,87700,85600,85600,83632.30469,26423070
1/28/21,83200,85600,83200,83700,81775.97656,31859808
1/29/21,84500,85000,82000,82000,80115.05469,39615978
