Date,Open,High,Low,Close,Adj Close,Volume
1/2/17,35980,36240,35880,36100,29812.80078,4650600
1/3/17,36280,36620,36020,36480,30126.61133,7357650
1/4/17,36500,36520,36100,36160,29862.3418,7971750
1/5/17,36060,36060,35540,35560,29366.83789,10967450
1/6/17,36180,36440,36040,36200,29895.38672,8880950
1/9/17,36600,37500,36560,37220,30737.73438,13194900
1/10/17,37280,37400,37080,37240,30754.24414,9099800
1/11/17,37520,38560,37420,38280,31613.12305,12018150
1/12/17,38000,38800,37980,38800,32042.56836,11669150
1/13/17,38100,38320,37460,37460,30935.93359,15954450
1/16/17,36860,37820,36320,36660,30275.26563,16611500
1/17/17,36580,37460,36580,36960,30523.02734,8150700
1/18/17,37040,37500,36620,36940,30506.49609,8875400
1/19/17,37720,37920,37020,37480,30952.45508,9418900
1/20/17,37120,37420,36880,37200,30721.2168,9185000
1/23/17,37200,38060,37000,38060,31431.44531,8810400
1/24/17,38120,38580,37880,38160,31514.02539,11048750
1/25/17,38340,39400,38320,39400,32538.0625,13433850
1/26/17,39420,40000,39420,39900,32950.98828,15214500
1/31/17,39900,39900,39460,39460,32587.61719,17992200
2/1/17,39540,39660,39040,39120,32306.83594,14150400
2/2/17,39600,39660,39200,39360,32505.03125,15029300
2/3/17,39400,39500,39180,39460,32587.61719,10386350
2/6/17,39580,39660,39140,39560,32670.19336,8860700
2/7/17,39560,39580,38760,38820,32059.08203,14041800
2/8/17,38740,38780,38200,38400,31712.21484,17092950
2/9/17,38780,38840,38220,38400,31712.21484,13694150
2/10/17,38400,38760,38300,38360,31679.19531,11020750
2/13/17,37740,38060,37720,37960,31348.86914,11102050
2/14/17,37960,38260,37320,37580,31035.04297,13124150
2/15/17,37080,37960,37080,37720,31150.66016,14191550
2/16/17,37800,38360,37780,38020,31398.4082,10226350
2/17/17,37560,38040,37280,37860,31266.27344,15377450
2/20/17,38220,38780,38160,38660,31926.9375,7485800
2/21/17,38540,39560,38420,38940,32158.17578,10562600
2/22/17,39000,39340,38980,39300,32455.48242,8539450
2/23/17,39020,39440,39020,39180,32356.38281,10217300
2/24/17,38960,39100,38060,38220,31563.57422,9296850
2/27/17,38020,38140,37700,38060,31431.44531,9033700
2/28/17,38060,38760,37960,38440,31745.25781,15088700
3/2/17,38420,39860,38420,39720,32802.33203,21249800
3/3/17,39340,39720,39160,39620,32719.74414,12708700
3/6/17,39220,40220,39220,40080,33099.64063,12234850
3/7/17,39800,40320,39800,40200,33198.73438,10553250
3/8/17,40200,40620,40140,40200,33198.73438,12140950
3/9/17,40200,40300,40020,40200,33198.73438,14372250
3/10/17,39960,40420,39860,40180,33182.22656,10227800
3/13/17,40040,40980,40040,40600,33529.0625,7424100
3/14/17,40620,41540,40500,41360,34156.70703,11325050
3/15/17,40800,41440,40800,41400,34189.75391,9587850
3/16/17,41800,42180,41540,41840,34553.10938,9933150
3/17/17,41800,42500,41720,42400,35015.58594,12602300
3/20/17,42000,42120,41740,41900,34602.67578,10250050
3/21/17,41780,42680,41760,42560,35147.72266,14220150
3/22/17,41600,42460,41580,42460,35065.13281,16427250
3/23/17,42200,42360,41700,41800,34520.08203,15397100
3/24/17,41600,41980,41080,41500,34272.32813,12808150
3/27/17,41200,41880,41180,41200,34024.57813,12177650
3/28/17,41560,41840,41380,41480,34255.81641,8216250
3/29/17,41740,41960,41580,41780,34503.55469,10093250
3/30/17,41880,42440,41880,41980,34785.29688,8204000
3/31/17,41820,42020,41200,41200,34138.98047,10500300
4/3/17,41400,41720,41300,41440,34337.83984,9579400
4/4/17,41600,42180,41520,42080,34868.16016,12255500
4/5/17,41900,42240,41700,42140,34917.875,10699700
4/6/17,42000,42080,41600,41840,34669.28125,9683400
4/7/17,41800,41820,41160,41600,34470.42188,10021000
4/10/17,41940,41940,41500,41940,34752.15234,7141350
4/11/17,41940,41940,41580,41600,34470.42188,7172900
4/12/17,41860,41940,41700,41900,34719.01172,8274900
4/13/17,41660,42460,41660,42420,35149.88281,9040800
4/14/17,42160,42260,41760,42020,34818.44531,5462850
4/17/17,42000,42080,41520,41560,34437.28125,5224750
4/18/17,41680,41820,41280,41500,34387.55859,6860650
4/19/17,41300,41420,40900,40900,33890.38281,11762900
4/20/17,40580,40800,40080,40280,33376.64453,21148850
4/21/17,40480,41400,40480,40760,33774.38281,15130500
4/24/17,41260,41260,40920,41240,34172.12109,8990150
4/25/17,41460,42740,41320,42700,35381.90234,19299600
4/26/17,42700,42800,42520,42800,35464.75781,14794800
4/27/17,42700,44520,41960,43840,36326.51563,23032250
4/28/17,45780,45800,44520,44620,36972.83984,22685700
5/2/17,45500,45500,44760,44900,37204.85547,14068300
5/4/17,45700,45700,44860,45520,37718.59375,13690100
5/8/17,45520,47020,45340,47020,38961.51953,19582550
5/10/17,46160,47220,45600,45600,37784.89453,23410950
5/11/17,45420,46180,45220,45500,37702.02734,21277850
5/12/17,45760,46160,45660,45820,37967.1875,9422900
5/15/17,45620,46280,45620,46100,38199.1875,8001400
5/16/17,46660,46800,46100,46380,38431.20703,8803750
5/17/17,46120,46640,46100,46340,38398.05859,7424450
5/18/17,45740,46000,45540,45940,38066.62109,11160350
5/19/17,45640,45780,44720,44720,37055.69922,15762350
5/22/17,45040,45380,44760,45100,37370.57813,17643550
5/23/17,45400,45580,44900,44920,37221.42578,12607050
5/24/17,44860,45300,44800,44880,37188.28516,8675400
5/25/17,45160,45680,44800,45680,37851.17578,13044800
5/26/17,45600,46460,45540,46080,38182.60938,13613650
5/29/17,46220,46400,45380,45620,37801.46094,8739550
5/30/17,45520,45660,44480,44640,36989.41406,12433600
5/31/17,44580,45020,44400,44700,37039.14453,18669100
6/1/17,44860,44900,44400,44680,37022.5625,9753500
6/2/17,45060,45960,45000,45960,38083.19141,12488750
6/5/17,46040,46360,45720,45940,38066.62109,7599400
6/7/17,46500,46500,45240,45300,37536.30078,13729400
6/8/17,45000,45580,45000,45160,37420.29297,13978750
6/9/17,45680,46440,45600,46100,38199.1875,11732850
